item_idx,item_id,title,description,text,language,difficulty,theme,software,job,type,duration,thumbnail_path
1627,59115,Discover Word Online,"Learn how to use Word Online on Microsoft 365 with this online training video.
Get practical tips for accessing Word Online interface, creating new documents from templates or blank files, and storing your files in the cloud or sharing them with colleagues.
This video also shows you how to use Word Online features like search, adding comments, and document sharing.
The associated tags are Microsoft 365, Office 365, Word Online.","Discover Word Online
Learn how to use Word Online on Microsoft 365 with this online training video.
Get practical tips for accessing Word Online interface, creating new documents from templates or blank files, and storing your files in the cloud or sharing them with colleagues.
This video also shows you how to use Word Online features like search, adding comments, and document sharing.
The associated tags are Microsoft 365, Office 365, Word Online.",en,1 - Beginner,Discover,Microsoft 365,"Assistant, Project Manager, Communication, Accounting, Finance, Marketing, Human Resources",tutorial,170.0,https://i.ibb.co/DftCNCJW/item-59115.jpg
1628,59116,Word Online - History of Versions,"Discover how to use the history of versions in Word Online on Microsoft 365 to visualize, restore, and compare changes made to your document.
Get practical tips for accessing the history of versions, viewing the changes made, restoring an earlier version, and managing different versions of your document.
This feature is available for documents stored in OneDrive, SharePoint, or the cloud.
The associated tags are Microsoft 365, Office 365, Word Online, history of versions.","Word Online - History of Versions
Discover how to use the history of versions in Word Online on Microsoft 365 to visualize, restore, and compare changes made to your document.
Get practical tips for accessing the history of versions, viewing the changes made, restoring an earlier version, and managing different versions of your document.
This feature is available for documents stored in OneDrive, SharePoint, or the cloud.
The associated tags are Microsoft 365, Office 365, Word Online, history of versions.",en,2 - Intermediate,Discover,Microsoft 365,"Assistant, Project Manager, Communication, Accounting, Finance, Marketing, Human Resources",tutorial,75.0,https://i.ibb.co/0p5tJzPq/item-59116.jpg
1629,59117,Using Excel Online - Part 1,"Learn how to use Excel Online on Microsoft 365 with this online training video.
Get practical tips for accessing Excel Online's interface, creating new documents from templates or blank files, and storing your files online or sharing them with colleagues.
This video also shows you how to use features like search, adding charts, and document sharing in Excel Online.
Get practical advice for using filters, keyword searches, and version history to manage your Excel Online documents efficiently.
The associated tags are Microsoft 365, Office 365, Excel Online, user guidance.","Using Excel Online - Part 1
Learn how to use Excel Online on Microsoft 365 with this online training video.
Get practical tips for accessing Excel Online's interface, creating new documents from templates or blank files, and storing your files online or sharing them with colleagues.
This video also shows you how to use features like search, adding charts, and document sharing in Excel Online.
Get practical advice for using filters, keyword searches, and version history to manage your Excel Online documents efficiently.
The associated tags are Microsoft 365, Office 365, Excel Online, user guidance.",en,2 - Intermediate,Discover,Microsoft 365,"Assistant, Project Manager, Communication, Accounting, Finance, Marketing, Human Resources",tutorial,156.0,https://i.ibb.co/W1y1WSQ/item-59117.jpg
1630,59118,Using Excel Online - Part 2,"Learn how to use Excel Online on Microsoft 365 in this second part of the online training video.
Get practical tips for using advanced features like dynamic tables, dynamic charts, and advanced formulas in Excel Online.
Learn to collaborate in real-time with your colleagues on an Excel Online shared document and use comments to facilitate communication.
Also get practical advice for customizing Excel Online's interface and using keyboard shortcuts to save time.
The associated tags are Microsoft 365, Office 365, Excel Online, user guidance.","Using Excel Online - Part 2
Learn how to use Excel Online on Microsoft 365 in this second part of the online training video.
Get practical tips for using advanced features like dynamic tables, dynamic charts, and advanced formulas in Excel Online.
Learn to collaborate in real-time with your colleagues on an Excel Online shared document and use comments to facilitate communication.
Also get practical advice for customizing Excel Online's interface and using keyboard shortcuts to save time.
The associated tags are Microsoft 365, Office 365, Excel Online, user guidance.",en,2 - Intermediate,Produce,Microsoft 365,"Finance, Marketing",tutorial,160.0,https://i.ibb.co/Mkqk6YLW/item-59118.jpg
1631,59200,3D Animation Effects,"Discover 3D animation effects in Microsoft 365 and learn how to use them professionally.
This video presents various 3D animation options available and shows you how to apply them to your presentations to create stunning visual effects.
Enhance your slides and capture your audience's attention with these 3D animation effects.","3D Animation Effects
Discover 3D animation effects in Microsoft 365 and learn how to use them professionally.
This video presents various 3D animation options available and shows you how to apply them to your presentations to create stunning visual effects.
Enhance your slides and capture your audience's attention with these 3D animation effects.",en,2 - Intermediate,New,PowerPoint,,tutorial,44.0,https://i.ibb.co/GfrfBFXd/item-59200.jpg
1632,59201,Dynamic Cross-Tab Insertion in Excel Online,"Discover how to insert dynamic cross-tabulations into Excel Online for professional use within the Microsoft 365 suite. This video will guide you through the necessary steps to create and personalize dynamic cross-tabs, enabling effective data analysis and visualization.","Dynamic Cross-Tab Insertion in Excel Online
Discover how to insert dynamic cross-tabulations into Excel Online for professional use within the Microsoft 365 suite. This video will guide you through the necessary steps to create and personalize dynamic cross-tabs, enabling effective data analysis and visualization.",en,2 - Intermediate,New,Office Online,,tutorial,33.0,https://i.ibb.co/sJRGKc4g/item-59201.jpg
1633,59202,Sort your professional emails more easily,"Discover how to sort your professional emails in Microsoft 365 using the video ""Sort your professional emails more easily"".
This resource will teach you effective techniques for organizing and managing your email correspondence efficiently.
Learn to use advanced features of Microsoft 365 to sort, filter, and categorize your emails so that you can save time and improve productivity.
Don't miss this video which will help you master the art of sorting your professional emails.","Sort your professional emails more easily
Discover how to sort your professional emails in Microsoft 365 using the video ""Sort your professional emails more easily"".
This resource will teach you effective techniques for organizing and managing your email correspondence efficiently.
Learn to use advanced features of Microsoft 365 to sort, filter, and categorize your emails so that you can save time and improve productivity.
Don't miss this video which will help you master the art of sorting your professional emails.",en,"2 - Intermediate, 3 - Advanced",New,Outlook,,tutorial,33.0,https://i.ibb.co/W44JTCPc/item-59202.jpg
1634,59203,Customize Reminders and Notifications,"Discover how to customize your reminders and notifications in the Microsoft 365 solution for professional use.
In this video, you'll learn to adjust reminder and notification settings to optimize productivity.
You'll also discover how to personalize sounds, vibrations, and reminder display options to meet your specific needs.
Don't miss out on optimizing your work experience with Microsoft 365.","Customize Reminders and Notifications
Discover how to customize your reminders and notifications in the Microsoft 365 solution for professional use.
In this video, you'll learn to adjust reminder and notification settings to optimize productivity.
You'll also discover how to personalize sounds, vibrations, and reminder display options to meet your specific needs.
Don't miss out on optimizing your work experience with Microsoft 365.",en,"2 - Intermediate, 3 - Advanced",New,Outlook,,tutorial,42.0,https://i.ibb.co/4ncG1phM/item-59203.jpg
1635,59204,Automatically Mark Deleted Email As Read,"Discover how to automatically mark deleted emails as read in Microsoft 365. This feature is particularly useful for professional use.
Learn how to configure this option to save time and improve productivity.
Watch the video to discover simple steps and benefits of this practical feature.","Automatically Mark Deleted Email As Read
Discover how to automatically mark deleted emails as read in Microsoft 365. This feature is particularly useful for professional use.
Learn how to configure this option to save time and improve productivity.
Watch the video to discover simple steps and benefits of this practical feature.",en,3 - Advanced,New,Outlook,,tutorial,44.0,https://i.ibb.co/4wtNHG7p/item-59204.jpg
1636,59205,Audio Mail Reading,"Discover how to listen to your emails with the audio playback feature in Microsoft 365. This feature is ideal for professional use and allows you to listen to important emails instead of reading them.
In this video titled 'Listening to Your Emails', you will learn how to activate and use this practical feature.
Don't miss out on this opportunity to improve your productivity and save time by listening to your important emails.","Audio Mail Reading
Discover how to listen to your emails with the audio playback feature in Microsoft 365. This feature is ideal for professional use and allows you to listen to important emails instead of reading them.
In this video titled 'Listening to Your Emails', you will learn how to activate and use this practical feature.
Don't miss out on this opportunity to improve your productivity and save time by listening to your important emails.",en,"2 - Intermediate, 3 - Advanced",New,Outlook,,tutorial,34.0,https://i.ibb.co/KcSwQ9fV/item-59205.jpg
1637,59206,Identify People You Will Meet,"Discover how to easily identify people you will meet at work using Microsoft 365. This summary presents the tools and features of the solution that will help you save time and optimize your professional meetings.
Learn to use Microsoft Outlook and Microsoft SharePoint for scheduling appointments, coordinating with involved parties, and planning efficiently for interviews.
With Microsoft 365, you can also synchronize calendars and share documents securely.
Don't miss this opportunity to improve your productivity and efficiency in your career.","Identify People You Will Meet
Discover how to easily identify people you will meet at work using Microsoft 365. This summary presents the tools and features of the solution that will help you save time and optimize your professional meetings.
Learn to use Microsoft Outlook and Microsoft SharePoint for scheduling appointments, coordinating with involved parties, and planning efficiently for interviews.
With Microsoft 365, you can also synchronize calendars and share documents securely.
Don't miss this opportunity to improve your productivity and efficiency in your career.",en,2 - Intermediate,New,Outlook,,tutorial,27.0,https://i.ibb.co/jPGzCPSQ/item-59206.jpg
1638,59207,Stop Email Transfer,"Discover how to stop email transfer in the Microsoft 365 solution. In this video, you will learn how to protect the content of your emails and prevent their sending to other people.
You'll find out how to encrypt your emails so that they cannot be transferred, printed, or copied.
Moreover, you'll understand how recipients of your emails can view protected messages and prove their identity to access attached files.
Don't miss this video to learn how to secure professional communication in Microsoft 365.","Stop Email Transfer
Discover how to stop email transfer in the Microsoft 365 solution. In this video, you will learn how to protect the content of your emails and prevent their sending to other people.
You'll find out how to encrypt your emails so that they cannot be transferred, printed, or copied.
Moreover, you'll understand how recipients of your emails can view protected messages and prove their identity to access attached files.
Don't miss this video to learn how to secure professional communication in Microsoft 365.",en,3 - Advanced,New,Outlook,,tutorial,39.0,https://i.ibb.co/rKb4h6c0/item-59207.jpg
1639,59208,Stop Transfer for a Meeting,"Discover how to prevent your professional meeting transfer between your PC and smartphone in the video ""Switch your meeting from PC to smartphone"". This resource from Microsoft 365 will show you how to stay connected during your meetings while moving between office and construction sites. Learn how to use Microsoft Teams to start the meeting on your computer and then join it from your smartphone when you need to leave. You can continue participating in the meeting and follow screen sharing during your travels, then resume and finish the meeting on your computer once back at the office. Never miss an important meeting again, even when traveling, thanks to this practical Microsoft 365 tip.","Stop Transfer for a Meeting
Discover how to prevent your professional meeting transfer between your PC and smartphone in the video ""Switch your meeting from PC to smartphone"". This resource from Microsoft 365 will show you how to stay connected during your meetings while moving between office and construction sites. Learn how to use Microsoft Teams to start the meeting on your computer and then join it from your smartphone when you need to leave. You can continue participating in the meeting and follow screen sharing during your travels, then resume and finish the meeting on your computer once back at the office. Never miss an important meeting again, even when traveling, thanks to this practical Microsoft 365 tip.",en,3 - Advanced,New,Outlook,,tutorial,28.0,https://i.ibb.co/4RZR5SRS/item-59208.jpg
1640,59209,Dictate your email in Outlook,"Discover how to dictate your email in Outlook within the Microsoft 365 solution with this video titled 'Dictate your email in Outlook'.
Learn to use dictation to quickly and efficiently write emails.
This feature is particularly useful for professional use and will help you save time and improve productivity.
Don't miss out on this opportunity to learn how to dictate your emails using Outlook and enjoy the benefits it offers in the Microsoft 365 solution.","Dictate your email in Outlook
Discover how to dictate your email in Outlook within the Microsoft 365 solution with this video titled 'Dictate your email in Outlook'.
Learn to use dictation to quickly and efficiently write emails.
This feature is particularly useful for professional use and will help you save time and improve productivity.
Don't miss out on this opportunity to learn how to dictate your emails using Outlook and enjoy the benefits it offers in the Microsoft 365 solution.",en,"2 - Intermediate, 3 - Advanced",New,Outlook,,tutorial,38.0,https://i.ibb.co/svd44fLY/item-59209.jpg
1641,59210,Discover the new simplified ribbon,"Discover the new simplified ribbon in Microsoft 365, designed specifically for professional use.
This new ribbon offers a modern and simplified navigation experience, making essential features easily accessible.
With this new ribbon, you can work more efficiently and save time on daily tasks.
Don't miss out on optimizing your productivity with Microsoft 365.","Discover the new simplified ribbon
Discover the new simplified ribbon in Microsoft 365, designed specifically for professional use.
This new ribbon offers a modern and simplified navigation experience, making essential features easily accessible.
With this new ribbon, you can work more efficiently and save time on daily tasks.
Don't miss out on optimizing your productivity with Microsoft 365.",en,1 - Beginner,New,Outlook,,tutorial,30.0,https://i.ibb.co/7NR8bYz8/item-59210.jpg
1642,59211,Display three time zones,"Discover how to display three time zones in the Microsoft 365 solution for professional use.
This video will show you how to easily configure time zones in your calendars so that you can manage effectively international meetings and appointments.
Don't miss this opportunity to improve your productivity and optimize your planning thanks to this practical feature of Microsoft 365.","Display three time zones
Discover how to display three time zones in the Microsoft 365 solution for professional use.
This video will show you how to easily configure time zones in your calendars so that you can manage effectively international meetings and appointments.
Don't miss this opportunity to improve your productivity and optimize your planning thanks to this practical feature of Microsoft 365.",en,"2 - Intermediate, 3 - Advanced",New,Outlook,,tutorial,34.0,https://i.ibb.co/7tKLBY8x/item-59211.jpg
1643,59212,Dictate your text in Word,"Discover how to dictate your text in Word within the Microsoft 365 solution with the video ""Dictate your text in Word"".
This feature allows you to save time and improve productivity by converting your voice into text.
Learn how to activate dictation, available voice commands, and how to correct and format your text.
Don't miss this opportunity to optimize your professional use of Word in Microsoft 365.","Dictate your text in Word
Discover how to dictate your text in Word within the Microsoft 365 solution with the video ""Dictate your text in Word"".
This feature allows you to save time and improve productivity by converting your voice into text.
Learn how to activate dictation, available voice commands, and how to correct and format your text.
Don't miss this opportunity to optimize your professional use of Word in Microsoft 365.",en,1 - Beginner,,Word,,tutorial,32.0,https://i.ibb.co/0VhtSsvm/item-59212.jpg
1644,59214,Insert Icons,"Discover how to insert professional icons in Microsoft 365 using the video ""Insert Icons"".
This video will show you how to add attractive icons to your documents, presentations, and spreadsheets to improve their appearance and visual impact.
Learn to navigate the icon library, choose the most appropriate icons, and personalize them according to your needs.
Don't miss this opportunity to enhance your design skills and make your documents more professional and appealing.","Insert Icons
Discover how to insert professional icons in Microsoft 365 using the video ""Insert Icons"".
This video will show you how to add attractive icons to your documents, presentations, and spreadsheets to improve their appearance and visual impact.
Learn to navigate the icon library, choose the most appropriate icons, and personalize them according to your needs.
Don't miss this opportunity to enhance your design skills and make your documents more professional and appealing.",en,1 - Beginner,,Word,,tutorial,45.0,https://i.ibb.co/zTKZDtK4/item-59214.jpg
1645,59215,Audio Document Reading,"Discover how to add an audio reading feature to your professional documents in the Microsoft 365 Solution with the video ""Audio Document Reading"".
This feature will make your documents more accessible and engaging by allowing users to listen to the content instead of reading it.
Learn how to add audio recordings, adjust playback settings, and optimize your document for a fluid audio experience.
Don't miss this opportunity to improve your professional documents and reach a wider audience.","Audio Document Reading
Discover how to add an audio reading feature to your professional documents in the Microsoft 365 Solution with the video ""Audio Document Reading"".
This feature will make your documents more accessible and engaging by allowing users to listen to the content instead of reading it.
Learn how to add audio recordings, adjust playback settings, and optimize your document for a fluid audio experience.
Don't miss this opportunity to improve your professional documents and reach a wider audience.",en,1 - Beginner,"Accessibility, New",Word,,tutorial,34.0,https://i.ibb.co/jk7CSrQ1/item-59215.jpg
1646,59216,3D Models,"Discover how to use 3D models in Microsoft 365 to improve your professional work with this training video.
Learn to create and personalize 3D models in Word, Excel, and PowerPoint, and use them to enhance your documents, spreadsheets, and presentations.
Follow simple steps presented in the video to optimize productivity using 3D models in Microsoft 365. With these skills, you will be able to create visually appealing content and stand out in your professional domain.","3D Models
Discover how to use 3D models in Microsoft 365 to improve your professional work with this training video.
Learn to create and personalize 3D models in Word, Excel, and PowerPoint, and use them to enhance your documents, spreadsheets, and presentations.
Follow simple steps presented in the video to optimize productivity using 3D models in Microsoft 365. With these skills, you will be able to create visually appealing content and stand out in your professional domain.",en,2 - Intermediate,New,Word,,tutorial,42.0,https://i.ibb.co/G3CzjGB3/item-59216.jpg
1647,59217,Modify your document with natural gestures,"Discover how to modify your document using natural gestures in the Microsoft 365 solution. This video will teach you practical techniques for using intuitive and smooth gestures to manipulate and format your document.
You'll also learn how to personalize these gestures to meet your specific needs.
Don't miss this opportunity to improve your productivity and optimize your use of Microsoft 365.","Modify your document with natural gestures
Discover how to modify your document using natural gestures in the Microsoft 365 solution. This video will teach you practical techniques for using intuitive and smooth gestures to manipulate and format your document.
You'll also learn how to personalize these gestures to meet your specific needs.
Don't miss this opportunity to improve your productivity and optimize your use of Microsoft 365.",en,2 - Intermediate,New,Word,,tutorial,40.0,https://i.ibb.co/kV7bYxXH/item-59217.jpg
1648,59218,Find Documents,"Discover how to easily find documents in your Office portal using the search tool.
In the video 'Performing a search on your Office portal', you will learn to use the search bar to find applications, files, and SharePoint sites.
Office automatically selects results based on your activity on the portal.
You can refine your search by using filters and sorting results by file type or modification date.
This video is essential for professionals using the Microsoft 365 solution, and it will help you optimize productivity.
Don't miss this opportunity to learn how to quickly find the documents you need.","Find Documents
Discover how to easily find documents in your Office portal using the search tool.
In the video 'Performing a search on your Office portal', you will learn to use the search bar to find applications, files, and SharePoint sites.
Office automatically selects results based on your activity on the portal.
You can refine your search by using filters and sorting results by file type or modification date.
This video is essential for professionals using the Microsoft 365 solution, and it will help you optimize productivity.
Don't miss this opportunity to learn how to quickly find the documents you need.",en,1 - Beginner,,Word,,tutorial,24.0,https://i.ibb.co/MxZWBrPf/item-59218.jpg
1649,59219,Translate your documents in all languages,"Discover how to translate your documents into all languages using Microsoft 365 in the video ""Translate your documents into all languages"".
This resource is specifically designed for professional use and will teach you best practices for efficiently translating documents.
You'll learn how to use built-in translation tools in Microsoft 365 along with tips to ensure accurate and high-quality translations.
Don't miss this opportunity to improve your translation skills and expand your professional reach through multilingual translation.","Translate your documents in all languages
Discover how to translate your documents into all languages using Microsoft 365 in the video ""Translate your documents into all languages"".
This resource is specifically designed for professional use and will teach you best practices for efficiently translating documents.
You'll learn how to use built-in translation tools in Microsoft 365 along with tips to ensure accurate and high-quality translations.
Don't miss this opportunity to improve your translation skills and expand your professional reach through multilingual translation.",en,2 - Intermediate,New,Word,,tutorial,31.0,https://i.ibb.co/TBDkPp02/item-59219.jpg
1650,59232,Header and Footer,"Discover how to add headers and footers to your Excel spreadsheets in Microsoft 365 in the video ""Header and Footer"". Learn to personalize headers and footers with elements like page number, file access, even your own text. These features are essential for professional use in Microsoft 365. Watch the video to learn more about numbering and other tips for optimizing your spreadsheets.","Header and Footer
Discover how to add headers and footers to your Excel spreadsheets in Microsoft 365 in the video ""Header and Footer"". Learn to personalize headers and footers with elements like page number, file access, even your own text. These features are essential for professional use in Microsoft 365. Watch the video to learn more about numbering and other tips for optimizing your spreadsheets.",en,1 - Beginner,Produce,Excel,,tutorial,151.0,https://i.ibb.co/bRP1ddB2/item-59232.jpg
1651,59233,Header and Footer in Detail,"Discover how to customize headers and footers in Microsoft 365 with the video ""Header and Footer in Detail"".
This resource will teach you to create headers and footers for multiple sheets simultaneously using practical tips to save time.
You'll learn how to add page numbers, file names, and other relevant information.
Additionally, you'll learn how to format the text and move elements within headers and footers.
Don't miss this video to master headers and footers in Microsoft 365 and improve your professional documents.","Header and Footer in Detail
Discover how to customize headers and footers in Microsoft 365 with the video ""Header and Footer in Detail"".
This resource will teach you to create headers and footers for multiple sheets simultaneously using practical tips to save time.
You'll learn how to add page numbers, file names, and other relevant information.
Additionally, you'll learn how to format the text and move elements within headers and footers.
Don't miss this video to master headers and footers in Microsoft 365 and improve your professional documents.",en,1 - Beginner,Produce,Excel,,tutorial,255.0,https://i.ibb.co/M5kFFPXR/item-59233.jpg
1652,59234,Page Numbering in Depth,"Discover how to add and customize page numbers in the header and footer of a spreadsheet in Microsoft 365. This video shows you how to use the ribbon to add predefined or personalized page numbers.
You will also learn how to modify the order of pages and differentiate the position of page numbers for even and odd pages.
Master Excel's deep numbering functionality to enhance your professional spreadsheet skills.","Page Numbering in Depth
Discover how to add and customize page numbers in the header and footer of a spreadsheet in Microsoft 365. This video shows you how to use the ribbon to add predefined or personalized page numbers.
You will also learn how to modify the order of pages and differentiate the position of page numbers for even and odd pages.
Master Excel's deep numbering functionality to enhance your professional spreadsheet skills.",en,2 - Intermediate,Produce,Excel,,tutorial,218.0,https://i.ibb.co/WNh9RzvF/item-59234.jpg
1653,59235,Save and Print an Excel Workbook,"Discover how to save and print your Excel workbook efficiently in the video ""Save and Print an Excel Workbook"".
Learn to save your work by saving the file on your computer or in the cloud, like OneDrive.
Also, learn how to share your workbook with others by sending them a link to access it online.
Finally, see how to preview and print your workbook so you can present it to your colleagues.
Don't miss this essential video for professional users of Microsoft 365.","Save and Print an Excel Workbook
Discover how to save and print your Excel workbook efficiently in the video ""Save and Print an Excel Workbook"".
Learn to save your work by saving the file on your computer or in the cloud, like OneDrive.
Also, learn how to share your workbook with others by sending them a link to access it online.
Finally, see how to preview and print your workbook so you can present it to your colleagues.
Don't miss this essential video for professional users of Microsoft 365.",en,1 - Beginner,Discover,Excel,,tutorial,111.0,https://i.ibb.co/KcLg5FVr/item-59235.jpg
1654,59236,Printing Sheets and Folders,"Discover how to print sheets and folders efficiently in Microsoft 365 using the video ""Printing Sheets and Folders"".
Learn to print specific sheets by using the document preview feature, and select appropriate parameters for printing all sheets of a folder.
This video will help you explore more printing options for professional use in Microsoft 365. Don't miss this opportunity to improve your printing skills and increase productivity.","Printing Sheets and Folders
Discover how to print sheets and folders efficiently in Microsoft 365 using the video ""Printing Sheets and Folders"".
Learn to print specific sheets by using the document preview feature, and select appropriate parameters for printing all sheets of a folder.
This video will help you explore more printing options for professional use in Microsoft 365. Don't miss this opportunity to improve your printing skills and increase productivity.",en,1 - Beginner,Produce,Excel,,tutorial,54.0,https://i.ibb.co/XfFwk1Bz/item-59236.jpg
1655,59237,More Printing Options,"Discover in the video ""More Printing Options"" how to optimize your printing in Microsoft 365 for professional use.
Learn to visualize the layout of your document, select cells to print, modify printing parameters like the number of copies and used printer.
You will also learn how to create and delete print areas to simplify frequent prints.
Finally, you'll see how to print multiple sheets of spreadsheets and multiple workbooks in the same folder.
Maximize your printing with advanced features of Microsoft 365.","More Printing Options
Discover in the video ""More Printing Options"" how to optimize your printing in Microsoft 365 for professional use.
Learn to visualize the layout of your document, select cells to print, modify printing parameters like the number of copies and used printer.
You will also learn how to create and delete print areas to simplify frequent prints.
Finally, you'll see how to print multiple sheets of spreadsheets and multiple workbooks in the same folder.
Maximize your printing with advanced features of Microsoft 365.",en,2 - Intermediate,Produce,Excel,,tutorial,305.0,https://i.ibb.co/99GS5Bs3/item-59237.jpg
1656,59238,Print a spreadsheet on a specific number of pages,"Discover how to print a spreadsheet on a specific number of pages in the video ""Print a spreadsheet on a specific number of pages"".
Learn different methods for adjusting margins, changing page orientation, combining orientation and paper size, reducing the sheet size, and changing printing scale.
These techniques will help you optimize the printing of your tables while preserving their readability.
Don't miss this video to master precise printing of spreadsheets in Microsoft 365.","Print a spreadsheet on a specific number of pages
Discover how to print a spreadsheet on a specific number of pages in the video ""Print a spreadsheet on a specific number of pages"".
Learn different methods for adjusting margins, changing page orientation, combining orientation and paper size, reducing the sheet size, and changing printing scale.
These techniques will help you optimize the printing of your tables while preserving their readability.
Don't miss this video to master precise printing of spreadsheets in Microsoft 365.",en,1 - Beginner,Produce,Excel,,tutorial,242.0,https://i.ibb.co/zV2SBkvc/item-59238.jpg
1657,59239,"Print Headers, Lines, Gridlines, Formulas, etc.","Discover how to print headers, lines, gridlines, and formulas in Excel using the video ""Print Headers, Lines, Gridlines, Formulas, etc."".
This video will show you how to print header rows and columns on each page, display and print comments, print the grid for easier reading, and even print formulas to verify their accuracy.
Enhance your Excel printing skills and optimize your professional use of Microsoft 365.","Print Headers, Lines, Gridlines, Formulas, etc.
Discover how to print headers, lines, gridlines, and formulas in Excel using the video ""Print Headers, Lines, Gridlines, Formulas, etc."".
This video will show you how to print header rows and columns on each page, display and print comments, print the grid for easier reading, and even print formulas to verify their accuracy.
Enhance your Excel printing skills and optimize your professional use of Microsoft 365.",en,1 - Beginner,Produce,Excel,,tutorial,228.0,https://i.ibb.co/Lh6ZSKbW/item-59239.jpg
1658,59240,Sorting and Filtering Data,"Discover how to efficiently sort and filter your data in Microsoft 365 with the video ""Sorting and Filtering Our List"".
Learn to use column headers to sort your elements alphabetically or chronologically.
You'll also learn how to filter your data based on specific criteria, such as an enterprise division.
Group your elements by column data for better organization.
This video is essential for professionals using Microsoft 365 and will help you optimize productivity.","Sorting and Filtering Data
Discover how to efficiently sort and filter your data in Microsoft 365 with the video ""Sorting and Filtering Our List"".
Learn to use column headers to sort your elements alphabetically or chronologically.
You'll also learn how to filter your data based on specific criteria, such as an enterprise division.
Group your elements by column data for better organization.
This video is essential for professionals using Microsoft 365 and will help you optimize productivity.",en,1 - Beginner,Produce,Excel,,tutorial,114.0,https://i.ibb.co/WWCsHQ24/item-59240.jpg
1659,59241,Detail Sorting,"Discover detailed sorting in Microsoft 365 solution through this video. Learn about different sorting methods available, how to use them effectively, and how to optimize your professional work. Don't miss out on improving your sorting skills and optimizing productivity in Microsoft 365.","Detail Sorting
Discover detailed sorting in Microsoft 365 solution through this video. Learn about different sorting methods available, how to use them effectively, and how to optimize your professional work. Don't miss out on improving your sorting skills and optimizing productivity in Microsoft 365.",en,"1 - Beginner, 2 - Intermediate",Produce,Excel,,tutorial,342.0,https://i.ibb.co/twXLpvq1/item-59241.jpg
1660,59242,Detailed Filters,"Discover advanced filters in this video.
Learn how to use automatic filters and available options to create more powerful filters.
See how to filter unique records using operators like 'or', and how to display only unique values in a specific column.
Also learn how to filter based on multiple criteria by creating a criterion area and using specific values.
Finally, you'll learn how to copy filtered results to another location on your spreadsheet.
This video is essential for professionals using Microsoft 365, and will help you optimize your data filtering skills.","Detailed Filters
Discover advanced filters in this video.
Learn how to use automatic filters and available options to create more powerful filters.
See how to filter unique records using operators like 'or', and how to display only unique values in a specific column.
Also learn how to filter based on multiple criteria by creating a criterion area and using specific values.
Finally, you'll learn how to copy filtered results to another location on your spreadsheet.
This video is essential for professionals using Microsoft 365, and will help you optimize your data filtering skills.",en,"1 - Beginner, 2 - Intermediate",Produce,Excel,,tutorial,226.0,https://i.ibb.co/KzGgVxkY/item-59242.jpg
1661,59243,Advanced Filters in Detail,"Discover advanced filters in detail in the video ""Advanced Filters in Detail"".
This feature is easy to use and allows you to create more powerful filters for displaying unique records or filtering based on multiple criteria.
Learn how to use advanced filters to display only unique records in a specific column, delete duplicates, and filter according to multiple criteria.
You will also learn how to copy filtered results to another location on your spreadsheet.
This video is essential for professionals using the Microsoft 365 solution and offers good searchability for easy access.
Don't miss this opportunity to improve your skills in advanced data filtering.","Advanced Filters in Detail
Discover advanced filters in detail in the video ""Advanced Filters in Detail"".
This feature is easy to use and allows you to create more powerful filters for displaying unique records or filtering based on multiple criteria.
Learn how to use advanced filters to display only unique records in a specific column, delete duplicates, and filter according to multiple criteria.
You will also learn how to copy filtered results to another location on your spreadsheet.
This video is essential for professionals using the Microsoft 365 solution and offers good searchability for easy access.
Don't miss this opportunity to improve your skills in advanced data filtering.",en,2 - Intermediate,Produce,Excel,,tutorial,279.0,https://i.ibb.co/v45rbCVt/item-59243.jpg
1662,59244,Create a Graph,"Discover how to create a graph in Microsoft 365 Excel using this online training video.
This video presents key features for creating a graph by selecting data, choosing recommended graphs, and customizing graph options.
Get practical tips for effective data visualization and professional presentation of your Excel data.
This feature is essential for quickly and accurately analyzing your data visually.
The associated tags are Microsoft 365, Office 365, graph, professional presentation.","Create a Graph
Discover how to create a graph in Microsoft 365 Excel using this online training video.
This video presents key features for creating a graph by selecting data, choosing recommended graphs, and customizing graph options.
Get practical tips for effective data visualization and professional presentation of your Excel data.
This feature is essential for quickly and accurately analyzing your data visually.
The associated tags are Microsoft 365, Office 365, graph, professional presentation.",en,1 - Beginner,Produce,Excel,,tutorial,58.0,https://i.ibb.co/G3fpN1qZ/item-59244.jpg
1663,59245,"Create a Bar Chart, Sector Chart, and Line Chart","Discover how to create bar charts, sector charts, and line charts in the video ""Create a Bar Chart, Sector Chart, and Line Chart"".
This video will teach you how to select appropriate cells, use the analysis quick tool to get recommended graphs, and personalize your graphs for better data visualization.
You'll also see how to avoid common errors during sector chart creation and why a line chart with markers is preferable.
This video is essential for professionals using Microsoft 365 who want to improve their skills in creating graphs.","Create a Bar Chart, Sector Chart, and Line Chart
Discover how to create bar charts, sector charts, and line charts in the video ""Create a Bar Chart, Sector Chart, and Line Chart"".
This video will teach you how to select appropriate cells, use the analysis quick tool to get recommended graphs, and personalize your graphs for better data visualization.
You'll also see how to avoid common errors during sector chart creation and why a line chart with markers is preferable.
This video is essential for professionals using Microsoft 365 who want to improve their skills in creating graphs.",en,"1 - Beginner, 2 - Intermediate",Produce,Excel,,tutorial,228.0,https://i.ibb.co/6JNfhqLs/item-59245.jpg
