item_idx,item_id,title,description,text,language,difficulty,theme,software,job,type,duration
1723,62050,Trier et rechercher ses mails,"<p>Découvrez comment trier et rechercher efficacement vos e-mails dans Outlook grâce à la vidéo &#34;Trier et rechercher ses mails&#34;.<br />
Apprenez à utiliser les outils de tri pour organiser vos e-mails par date, expéditeur, taille, catégorie et plus encore.<br />
Vous découvrirez également comment utiliser la fonction de recherche puissante pour retrouver rapidement des e-mails spécifiques en utilisant des mots-clés et des critères de recherche avancés.<br />
Ne perdez plus de temps à chercher vos e-mails, apprenez à les trier et les retrouver facilement avec Outlook.<br />
Cette vidéo est idéale pour les professionnels utilisant la solution Microsoft 365.</p>","Trier et rechercher ses mails [SEP] <p>Découvrez comment trier et rechercher efficacement vos e-mails dans Outlook grâce à la vidéo &#34;Trier et rechercher ses mails&#34;.<br />
Apprenez à utiliser les outils de tri pour organiser vos e-mails par date, expéditeur, taille, catégorie et plus encore.<br />
Vous découvrirez également comment utiliser la fonction de recherche puissante pour retrouver rapidement des e-mails spécifiques en utilisant des mots-clés et des critères de recherche avancés.<br />
Ne perdez plus de temps à chercher vos e-mails, apprenez à les trier et les retrouver facilement avec Outlook.<br />
Cette vidéo est idéale pour les professionnels utilisant la solution Microsoft 365.</p>",fr,"1 - Découverte, 2 - Intermédiaire",Rechercher,Outlook,,tutoriel,188.0
1724,62051,Utiliser les catégories,"<p>Découvrez comment utiliser les catégories de couleurs dans Outlook pour organiser efficacement vos messages, rendez-vous et contacts.<br />
Dans la vidéo &#34;Utiliser les catégories&#34;, vous apprendrez à créer de nouvelles catégories, à les affecter à vos éléments Outlook et à les gérer.<br />
Cette fonctionnalité vous permettra de mieux structurer votre boîte de réception et de retrouver rapidement les informations dont vous avez besoin.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre productivité avec Microsoft 365.</p>","Utiliser les catégories [SEP] <p>Découvrez comment utiliser les catégories de couleurs dans Outlook pour organiser efficacement vos messages, rendez-vous et contacts.<br />
Dans la vidéo &#34;Utiliser les catégories&#34;, vous apprendrez à créer de nouvelles catégories, à les affecter à vos éléments Outlook et à les gérer.<br />
Cette fonctionnalité vous permettra de mieux structurer votre boîte de réception et de retrouver rapidement les informations dont vous avez besoin.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre productivité avec Microsoft 365.</p>",fr,"2 - Intermédiaire, 3 - Avancé",S'organiser,Outlook,,tutoriel,143.0
1725,62052,Utiliser le mode conversation,"<p>Découvrez comment utiliser le mode conversation dans Microsoft 365 pour une communication professionnelle efficace.<br />
Dans cette vidéo, vous apprendrez comment capitaliser, optimiser et classer les conversations d&#039;équipe.<br />
Vous verrez comment créer des fils de discussion pour chaque projet, faciliter la circulation des idées et assurer une bonne traçabilité des échanges.<br />
Vous découvrirez également comment rechercher des messages, enregistrer des parties de conversation et mentionner des personnes pour attirer leur attention.<br />
Grâce à ce mode conversation, vous pourrez centraliser et sécuriser toutes vos discussions d&#039;équipe, rendant ainsi votre communication plus productive et ciblée.<br />
Regardez la vidéo pour découvrir tous les avantages de ce mode et apprendre à l&#039;utiliser dans Microsoft 365.</p>","Utiliser le mode conversation [SEP] <p>Découvrez comment utiliser le mode conversation dans Microsoft 365 pour une communication professionnelle efficace.<br />
Dans cette vidéo, vous apprendrez comment capitaliser, optimiser et classer les conversations d&#039;équipe.<br />
Vous verrez comment créer des fils de discussion pour chaque projet, faciliter la circulation des idées et assurer une bonne traçabilité des échanges.<br />
Vous découvrirez également comment rechercher des messages, enregistrer des parties de conversation et mentionner des personnes pour attirer leur attention.<br />
Grâce à ce mode conversation, vous pourrez centraliser et sécuriser toutes vos discussions d&#039;équipe, rendant ainsi votre communication plus productive et ciblée.<br />
Regardez la vidéo pour découvrir tous les avantages de ce mode et apprendre à l&#039;utiliser dans Microsoft 365.</p>",fr,"2 - Intermédiaire, 3 - Avancé",S'organiser,Outlook,,tutoriel,84.0
1726,62053,Organiser vos messages à l'aide des règles,"<p>Découvrez comment organiser efficacement vos messages électroniques à l&#039;aide des règles dans Microsoft 365. Dans cette vidéo intitulée &#34;Organiser vos messages à l&#039;aide des règles&#34;, vous apprendrez comment automatiser certaines actions répétitives pour gagner du temps.<br />
Vous verrez comment créer des règles pour déplacer automatiquement certains types de mails vers des dossiers spécifiques, assigner des catégories à des messages provenant de personnes spécifiques, et gérer vos règles existantes.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre gestion des messages électroniques dans Microsoft 365.</p>","Organiser vos messages à l'aide des règles [SEP] <p>Découvrez comment organiser efficacement vos messages électroniques à l&#039;aide des règles dans Microsoft 365. Dans cette vidéo intitulée &#34;Organiser vos messages à l&#039;aide des règles&#34;, vous apprendrez comment automatiser certaines actions répétitives pour gagner du temps.<br />
Vous verrez comment créer des règles pour déplacer automatiquement certains types de mails vers des dossiers spécifiques, assigner des catégories à des messages provenant de personnes spécifiques, et gérer vos règles existantes.<br />
Ne manquez pas cette opportunité d&#039;optimiser votre gestion des messages électroniques dans Microsoft 365.</p>",fr,"2 - Intermédiaire, 3 - Avancé",S'organiser,Outlook,,tutoriel,186.0
1727,62054,Courriers indésirables,"<p>Découvrez comment gérer efficacement les courriers indésirables dans votre boîte de réception Outlook grâce à la vidéo &#34;Courriers indésirables&#34;.<br />
Vous apprendrez à utiliser le filtre de courrier indésirable pour identifier et déplacer les messages non sollicités dans un dossier dédié.<br />
Vous pourrez également ajuster le niveau de protection du filtre en fonction de vos besoins, tout en évitant de déplacer par erreur des messages légitimes.<br />
Apprenez à gérer les listes d&#039;expéditeurs bloqués et approuvés, ainsi que les courriers reçus dans une langue différente.<br />
En suivant ces conseils, vous pourrez maintenir votre boîte de réception propre et éviter d&#039;être submergé par les spams.</p>","Courriers indésirables [SEP] <p>Découvrez comment gérer efficacement les courriers indésirables dans votre boîte de réception Outlook grâce à la vidéo &#34;Courriers indésirables&#34;.<br />
Vous apprendrez à utiliser le filtre de courrier indésirable pour identifier et déplacer les messages non sollicités dans un dossier dédié.<br />
Vous pourrez également ajuster le niveau de protection du filtre en fonction de vos besoins, tout en évitant de déplacer par erreur des messages légitimes.<br />
Apprenez à gérer les listes d&#039;expéditeurs bloqués et approuvés, ainsi que les courriers reçus dans une langue différente.<br />
En suivant ces conseils, vous pourrez maintenir votre boîte de réception propre et éviter d&#039;être submergé par les spams.</p>",fr,2 - Intermédiaire,S'organiser,Outlook,,tutoriel,139.0
1728,62055,Nettoyer sa boîte de réception,"<p>Découvrez comment nettoyer efficacement votre boîte de réception dans Outlook avec la vidéo &#34;Nettoyer sa boîte de réception&#34;.<br />
Vous apprendrez à utiliser la fonction de nettoyage de conversation pour réduire le nombre de messages redondants en les déplaçant vers les Éléments supprimés.<br />
Vous verrez également comment configurer le nettoyage de conversation et d&#039;autres options de gestion de la taille de votre boîte aux lettres.<br />
Regardez la vidéo pour optimiser votre messagerie et gagner du temps dans votre travail quotidien avec Microsoft 365.</p>","Nettoyer sa boîte de réception [SEP] <p>Découvrez comment nettoyer efficacement votre boîte de réception dans Outlook avec la vidéo &#34;Nettoyer sa boîte de réception&#34;.<br />
Vous apprendrez à utiliser la fonction de nettoyage de conversation pour réduire le nombre de messages redondants en les déplaçant vers les Éléments supprimés.<br />
Vous verrez également comment configurer le nettoyage de conversation et d&#039;autres options de gestion de la taille de votre boîte aux lettres.<br />
Regardez la vidéo pour optimiser votre messagerie et gagner du temps dans votre travail quotidien avec Microsoft 365.</p>",fr,"2 - Intermédiaire, 3 - Avancé",S'organiser,Outlook,,tutoriel,159.0
1729,62056,Créer et ajouter une signature à des messages,"<p>Découvrez comment créer et ajouter facilement une signature personnalisée à vos messages dans Outlook Online.<br />
Dans la vidéo &#34;Créer et intégrer une signature&#34;, vous apprendrez à personnaliser votre signature en utilisant différents outils tels que la mise en gras, l&#039;ajout d&#039;images et de liens hypertexte.<br />
Vous saurez également comment choisir la manière dont votre signature sera intégrée à vos e-mails.<br />
Cette vidéo est essentielle pour les professionnels utilisant Microsoft 365 et vous permettra d&#039;ajouter une touche professionnelle à vos communications.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre image de marque et de gagner du temps lors de la rédaction de vos messages.</p>","Créer et ajouter une signature à des messages [SEP] <p>Découvrez comment créer et ajouter facilement une signature personnalisée à vos messages dans Outlook Online.<br />
Dans la vidéo &#34;Créer et intégrer une signature&#34;, vous apprendrez à personnaliser votre signature en utilisant différents outils tels que la mise en gras, l&#039;ajout d&#039;images et de liens hypertexte.<br />
Vous saurez également comment choisir la manière dont votre signature sera intégrée à vos e-mails.<br />
Cette vidéo est essentielle pour les professionnels utilisant Microsoft 365 et vous permettra d&#039;ajouter une touche professionnelle à vos communications.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre image de marque et de gagner du temps lors de la rédaction de vos messages.</p>",fr,"1 - Découverte, 2 - Intermédiaire",Personnaliser,Outlook,,tutoriel,85.0
1730,62057,Modifier la police par defaut de vos emails,"<p>Découvrez comment modifier facilement la police par défaut de vos emails dans Outlook.<br />
Dans la vidéo &#34;Modifier la police par défaut de vos emails&#34;, vous apprendrez à personnaliser la police, la taille, la couleur et le style de vos nouveaux messages, réponses et transferts.<br />
Suivez les étapes simples dans l&#039;onglet Fichier, sélectionnez Options, puis choisissez Papier à lettres et police.<br />
Vous pourrez prévisualiser les modifications avant de les appliquer.<br />
Assurez-vous simplement que la police choisie est disponible sur l&#039;ordinateur du destinataire pour une expérience cohérente.<br />
Optimisez votre utilisation professionnelle de Microsoft 365 en adaptant vos emails à votre style et à votre marque.</p>","Modifier la police par defaut de vos emails [SEP] <p>Découvrez comment modifier facilement la police par défaut de vos emails dans Outlook.<br />
Dans la vidéo &#34;Modifier la police par défaut de vos emails&#34;, vous apprendrez à personnaliser la police, la taille, la couleur et le style de vos nouveaux messages, réponses et transferts.<br />
Suivez les étapes simples dans l&#039;onglet Fichier, sélectionnez Options, puis choisissez Papier à lettres et police.<br />
Vous pourrez prévisualiser les modifications avant de les appliquer.<br />
Assurez-vous simplement que la police choisie est disponible sur l&#039;ordinateur du destinataire pour une expérience cohérente.<br />
Optimisez votre utilisation professionnelle de Microsoft 365 en adaptant vos emails à votre style et à votre marque.</p>",fr,1 - Découverte,Personnaliser,Outlook,,tutoriel,74.0
1731,62058,Gérer les notifications de nouveau message,"<p>Découvrez comment gérer efficacement les notifications de nouveaux messages dans Microsoft 365 pour un usage professionnel.<br />
Dans cette vidéo, vous apprendrez les meilleures pratiques pour gérer vos notifications de manière à rester concentré et productif.<br />
Vous découvrirez comment personnaliser vos paramètres de notification, définir des règles spécifiques pour filtrer les messages importants, et utiliser des fonctionnalités avancées telles que la mise en attente des notifications pendant les réunions.<br />
Ne manquez pas cette vidéo qui vous aidera à optimiser votre flux de travail et à gagner en efficacité dans la gestion de vos messages professionnels.</p>","Gérer les notifications de nouveau message [SEP] <p>Découvrez comment gérer efficacement les notifications de nouveaux messages dans Microsoft 365 pour un usage professionnel.<br />
Dans cette vidéo, vous apprendrez les meilleures pratiques pour gérer vos notifications de manière à rester concentré et productif.<br />
Vous découvrirez comment personnaliser vos paramètres de notification, définir des règles spécifiques pour filtrer les messages importants, et utiliser des fonctionnalités avancées telles que la mise en attente des notifications pendant les réunions.<br />
Ne manquez pas cette vidéo qui vous aidera à optimiser votre flux de travail et à gagner en efficacité dans la gestion de vos messages professionnels.</p>",fr,1 - Découverte,Personnaliser,Outlook,,tutoriel,110.0
1732,62059,Récupérer des éléments supprimés,"<p>Découvrez comment récupérer facilement des éléments supprimés dans votre boîte aux lettres Outlook grâce à la vidéo &#34;Récupérer des éléments supprimés&#34;.<br />
Si vous avez accidentellement supprimé un élément, ne vous inquiétez pas, il peut être récupéré.<br />
Apprenez à rechercher dans le dossier &#34;Éléments supprimés&#34; et à déplacer les éléments récupérés vers d&#039;autres dossiers.<br />
Si vous ne trouvez pas l&#039;élément dans &#34;Éléments supprimés&#34;, vous pouvez également chercher dans le dossier &#34;Éléments récupérables&#34;.<br />
La vidéo vous guidera étape par étape pour restaurer les éléments sélectionnés.<br />
Ne laissez pas les éléments supprimés vous échapper, regardez la vidéo dès maintenant pour récupérer vos données importantes.</p>","Récupérer des éléments supprimés [SEP] <p>Découvrez comment récupérer facilement des éléments supprimés dans votre boîte aux lettres Outlook grâce à la vidéo &#34;Récupérer des éléments supprimés&#34;.<br />
Si vous avez accidentellement supprimé un élément, ne vous inquiétez pas, il peut être récupéré.<br />
Apprenez à rechercher dans le dossier &#34;Éléments supprimés&#34; et à déplacer les éléments récupérés vers d&#039;autres dossiers.<br />
Si vous ne trouvez pas l&#039;élément dans &#34;Éléments supprimés&#34;, vous pouvez également chercher dans le dossier &#34;Éléments récupérables&#34;.<br />
La vidéo vous guidera étape par étape pour restaurer les éléments sélectionnés.<br />
Ne laissez pas les éléments supprimés vous échapper, regardez la vidéo dès maintenant pour récupérer vos données importantes.</p>",fr,3 - Avancé,Rechercher,Outlook,,tutoriel,115.0
1733,62060,Rappeler ou remplacer un message électronique que vous avez envoyés,"<p>Découvrez comment rappeler ou remplacer facilement un message électronique que vous avez envoyé dans Microsoft 365. Cette vidéo vous guidera à travers les étapes pour récupérer un message envoyé par erreur ou le mettre à jour avec les informations correctes.<br />
Apprenez comment éviter les situations embarrassantes et maintenir une communication professionnelle efficace.<br />
Ne manquez pas cette opportunité d&#039;améliorer vos compétences en gestion des e-mails dans Microsoft 365.</p>","Rappeler ou remplacer un message électronique que vous avez envoyés [SEP] <p>Découvrez comment rappeler ou remplacer facilement un message électronique que vous avez envoyé dans Microsoft 365. Cette vidéo vous guidera à travers les étapes pour récupérer un message envoyé par erreur ou le mettre à jour avec les informations correctes.<br />
Apprenez comment éviter les situations embarrassantes et maintenir une communication professionnelle efficace.<br />
Ne manquez pas cette opportunité d&#039;améliorer vos compétences en gestion des e-mails dans Microsoft 365.</p>",fr,3 - Avancé,Communiquer,Outlook,,tutoriel,95.0
1734,62061,Retarder ou planifier l'envoi de courriers électroniques,"<p>Découvrez comment retarder ou planifier l&#039;envoi de vos courriers électroniques dans Outlook pour une utilisation professionnelle dans la solution Microsoft 365. Apprenez à différer la livraison d&#039;un message individuel en utilisant l&#039;option &#34;Ne pas envoyer avant&#34; dans l&#039;onglet Options, ainsi que la création d&#039;une règle pour retarder la remise de tous vos messages.<br />
En suivant ces étapes simples, vous pourrez gérer efficacement l&#039;envoi de vos courriers électroniques et optimiser votre productivité.<br />
Ne manquez pas cette vidéo pour maîtriser cette fonctionnalité essentielle d&#039;Outlook.</p>","Retarder ou planifier l'envoi de courriers électroniques [SEP] <p>Découvrez comment retarder ou planifier l&#039;envoi de vos courriers électroniques dans Outlook pour une utilisation professionnelle dans la solution Microsoft 365. Apprenez à différer la livraison d&#039;un message individuel en utilisant l&#039;option &#34;Ne pas envoyer avant&#34; dans l&#039;onglet Options, ainsi que la création d&#039;une règle pour retarder la remise de tous vos messages.<br />
En suivant ces étapes simples, vous pourrez gérer efficacement l&#039;envoi de vos courriers électroniques et optimiser votre productivité.<br />
Ne manquez pas cette vidéo pour maîtriser cette fonctionnalité essentielle d&#039;Outlook.</p>",fr,3 - Avancé,Communiquer,Outlook,,tutoriel,141.0
1735,62062,Effectuer des sondages,"<p>Découvrez comment effectuer des sondages simples et pratiques à partir de vos e-mails dans Microsoft 365. La vidéo &#34;Effectuer des sondages&#34; vous montre comment ajouter des boutons de vote à vos messages Outlook, recevoir les réponses dans votre boîte de réception et les suivre facilement.<br />
Apprenez à créer des boutons de vote personnalisés, à choisir parmi les réponses proposées et à visualiser les résultats.<br />
Cette fonctionnalité est idéale pour les professionnels utilisant Microsoft 365. Regardez la vidéo pour maîtriser cette technique et optimiser votre productivité.</p>","Effectuer des sondages [SEP] <p>Découvrez comment effectuer des sondages simples et pratiques à partir de vos e-mails dans Microsoft 365. La vidéo &#34;Effectuer des sondages&#34; vous montre comment ajouter des boutons de vote à vos messages Outlook, recevoir les réponses dans votre boîte de réception et les suivre facilement.<br />
Apprenez à créer des boutons de vote personnalisés, à choisir parmi les réponses proposées et à visualiser les résultats.<br />
Cette fonctionnalité est idéale pour les professionnels utilisant Microsoft 365. Regardez la vidéo pour maîtriser cette technique et optimiser votre productivité.</p>",fr,3 - Avancé,Communiquer,Outlook,,tutoriel,100.0
1736,62063,Demander un accusé de lecture ou confirmation de remise,"<p>Découvrez comment demander un accusé de lecture ou une confirmation de remise dans Microsoft 365. Cette fonctionnalité est essentielle pour un usage professionnel et vous permet de savoir si vos messages ont été reçus et lus par les destinataires.<br />
Apprenez comment activer cette option dans les paramètres de suivi de vos e-mails et comment suivre les accusés de remise et les confirmations de lecture.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre communication professionnelle avec Microsoft 365.</p>","Demander un accusé de lecture ou confirmation de remise [SEP] <p>Découvrez comment demander un accusé de lecture ou une confirmation de remise dans Microsoft 365. Cette fonctionnalité est essentielle pour un usage professionnel et vous permet de savoir si vos messages ont été reçus et lus par les destinataires.<br />
Apprenez comment activer cette option dans les paramètres de suivi de vos e-mails et comment suivre les accusés de remise et les confirmations de lecture.<br />
Ne manquez pas cette opportunité d&#039;améliorer votre communication professionnelle avec Microsoft 365.</p>",fr,1 - Découverte,Communiquer,Outlook,,tutoriel,142.0
1737,62064,Présentation et découverte du calendrier,"<p>Découvrez comment utiliser efficacement le calendrier intégré d&#039;Outlook dans la vidéo &#34;Présentation et découverte du calendrier&#34;.<br />
Ce tutoriel vous montrera comment rester organisé en créant des rendez-vous, des réunions et en mémorisant vos tâches.<br />
Vous apprendrez également à naviguer dans l&#039;interface du calendrier, à effectuer des recherches et à utiliser les différentes fonctionnalités pour optimiser votre gestion du temps.<br />
Ne manquez pas cette vidéo essentielle pour une utilisation professionnelle de la solution Microsoft 365.</p>","Présentation et découverte du calendrier [SEP] <p>Découvrez comment utiliser efficacement le calendrier intégré d&#039;Outlook dans la vidéo &#34;Présentation et découverte du calendrier&#34;.<br />
Ce tutoriel vous montrera comment rester organisé en créant des rendez-vous, des réunions et en mémorisant vos tâches.<br />
Vous apprendrez également à naviguer dans l&#039;interface du calendrier, à effectuer des recherches et à utiliser les différentes fonctionnalités pour optimiser votre gestion du temps.<br />
Ne manquez pas cette vidéo essentielle pour une utilisation professionnelle de la solution Microsoft 365.</p>",fr,1 - Découverte,Découvrir,Outlook,,tutoriel,93.0
1738,62065,Modifier et personnaliser les affichages,"<p>Découvrez comment modifier et personnaliser les affichages de votre calendrier Outlook dans la vidéo &#34;Modifier et personnaliser les affichages&#34;.<br />
Cette ressource est essentielle pour les professionnels utilisant Microsoft 365. Vous apprendrez à basculer entre les affichages du jour, de la semaine et du mois, à personnaliser vos horaires de travail, à définir la couleur d&#039;arrière-plan et la disposition de votre calendrier, ainsi qu&#039;à afficher plusieurs calendriers en même temps.<br />
Optimisez votre productivité en maîtrisant ces fonctionnalités clés de Microsoft 365.</p>","Modifier et personnaliser les affichages [SEP] <p>Découvrez comment modifier et personnaliser les affichages de votre calendrier Outlook dans la vidéo &#34;Modifier et personnaliser les affichages&#34;.<br />
Cette ressource est essentielle pour les professionnels utilisant Microsoft 365. Vous apprendrez à basculer entre les affichages du jour, de la semaine et du mois, à personnaliser vos horaires de travail, à définir la couleur d&#039;arrière-plan et la disposition de votre calendrier, ainsi qu&#039;à afficher plusieurs calendriers en même temps.<br />
Optimisez votre productivité en maîtrisant ces fonctionnalités clés de Microsoft 365.</p>",fr,"1 - Découverte, 2 - Intermédiaire",Personnaliser,Outlook,,tutoriel,93.0
1739,62066,Créer un rendez-vous,"<p>Découvrez comment créer facilement des rendez-vous dans Outlook avec la vidéo &#34;Créer un rendez-vous&#34;.<br />
Que ce soit pour votre calendrier personnel ou professionnel, cette vidéo vous guidera pas à pas pour créer un nouveau rendez-vous.<br />
Vous apprendrez à saisir le sujet, le lieu, les heures de début et de fin, ainsi qu&#039;une description détaillée si nécessaire.<br />
Vous découvrirez également comment indiquer votre disponibilité et rendre le rendez-vous périodique.<br />
Enfin, vous verrez comment personnaliser les rappels, classer le rendez-vous dans une catégorie et le rendre privé si nécessaire.<br />
Ne manquez pas cette vidéo pour maîtriser la création de rendez-vous dans Outlook et optimiser votre gestion du temps.</p>","Créer un rendez-vous [SEP] <p>Découvrez comment créer facilement des rendez-vous dans Outlook avec la vidéo &#34;Créer un rendez-vous&#34;.<br />
Que ce soit pour votre calendrier personnel ou professionnel, cette vidéo vous guidera pas à pas pour créer un nouveau rendez-vous.<br />
Vous apprendrez à saisir le sujet, le lieu, les heures de début et de fin, ainsi qu&#039;une description détaillée si nécessaire.<br />
Vous découvrirez également comment indiquer votre disponibilité et rendre le rendez-vous périodique.<br />
Enfin, vous verrez comment personnaliser les rappels, classer le rendez-vous dans une catégorie et le rendre privé si nécessaire.<br />
Ne manquez pas cette vidéo pour maîtriser la création de rendez-vous dans Outlook et optimiser votre gestion du temps.</p>",fr,1 - Découverte,S'organiser,Outlook,,tutoriel,122.0
1740,62067,Planifier une réunion,"<p>Découvrez comment planifier facilement une réunion en ligne avec Microsoft Teams dans la vidéo &#34;Planifier une réunion en ligne Teams&#34;.<br />
Vous apprendrez deux façons simples de programmer une réunion Teams dans Outlook, en sélectionnant une plage horaire ou en double-cliquant sur l&#039;heure souhaitée.<br />
Vous verrez comment ajouter des participants, choisir un emplacement et inclure un message pour rejoindre la réunion.<br />
De plus, vous découvrirez les options de paramétrage pour contrôler l&#039;accès à la réunion et la possibilité de lancer la réunion à l&#039;heure convenue.<br />
Ne manquez pas cette vidéo pour maîtriser la planification de réunions en ligne avec Microsoft Teams.</p>","Planifier une réunion [SEP] <p>Découvrez comment planifier facilement une réunion en ligne avec Microsoft Teams dans la vidéo &#34;Planifier une réunion en ligne Teams&#34;.<br />
Vous apprendrez deux façons simples de programmer une réunion Teams dans Outlook, en sélectionnant une plage horaire ou en double-cliquant sur l&#039;heure souhaitée.<br />
Vous verrez comment ajouter des participants, choisir un emplacement et inclure un message pour rejoindre la réunion.<br />
De plus, vous découvrirez les options de paramétrage pour contrôler l&#039;accès à la réunion et la possibilité de lancer la réunion à l&#039;heure convenue.<br />
Ne manquez pas cette vidéo pour maîtriser la planification de réunions en ligne avec Microsoft Teams.</p>",fr,1 - Découverte,Collaborer,Outlook,,tutoriel,116.0
1741,62068,Gérer des rendez-vous périodiques,"<p>Découvrez comment gérer efficacement des rendez-vous périodiques dans Microsoft 365. Cette vidéo vous montre comment créer des rendez-vous récurrents dans Outlook, en définissant la fréquence et la durée de chaque occurrence.<br />
Vous apprendrez également comment modifier ou supprimer des rendez-vous individuels ou toute la série.<br />
Optimisez votre productivité en évitant de recréer les mêmes éléments à plusieurs reprises.<br />
Regardez la vidéo &#34;Gérer des rendez-vous périodiques&#34; pour maîtriser cette fonctionnalité essentielle de Microsoft 365.</p>","Gérer des rendez-vous périodiques [SEP] <p>Découvrez comment gérer efficacement des rendez-vous périodiques dans Microsoft 365. Cette vidéo vous montre comment créer des rendez-vous récurrents dans Outlook, en définissant la fréquence et la durée de chaque occurrence.<br />
Vous apprendrez également comment modifier ou supprimer des rendez-vous individuels ou toute la série.<br />
Optimisez votre productivité en évitant de recréer les mêmes éléments à plusieurs reprises.<br />
Regardez la vidéo &#34;Gérer des rendez-vous périodiques&#34; pour maîtriser cette fonctionnalité essentielle de Microsoft 365.</p>",fr,2 - Intermédiaire,S'organiser,Outlook,,tutoriel,151.0
1742,62069,Planifier une réunion en ligne Skype,"<p>Découvrez comment planifier une réunion en ligne avec Skype dans Outlook pour une utilisation professionnelle dans la solution Microsoft 365 grâce à cette vidéo de présentation en ligne.<br />
La vidéo présente les différentes options pour programmer une réunion Skype dans Outlook, ajouter des participants, choisir un lieu et personnaliser les options de la réunion.<br />
Obtenez des conseils pratiques pour une utilisation efficace de l&#039;interface Outlook et pour organiser des réunions en ligne avec Skype.<br />
Les tags associés sont Microsoft 365, Office 365, gestion de messagerie, présentation professionnelle.</p>","Planifier une réunion en ligne Skype [SEP] <p>Découvrez comment planifier une réunion en ligne avec Skype dans Outlook pour une utilisation professionnelle dans la solution Microsoft 365 grâce à cette vidéo de présentation en ligne.<br />
La vidéo présente les différentes options pour programmer une réunion Skype dans Outlook, ajouter des participants, choisir un lieu et personnaliser les options de la réunion.<br />
Obtenez des conseils pratiques pour une utilisation efficace de l&#039;interface Outlook et pour organiser des réunions en ligne avec Skype.<br />
Les tags associés sont Microsoft 365, Office 365, gestion de messagerie, présentation professionnelle.</p>",fr,1 - Découverte,Collaborer,Outlook,,tutoriel,159.0
1743,62070,Répondre à une réunion,"<p>Découvrez comment répondre efficacement à une demande de réunion dans Microsoft 365. Dans la vidéo &#34;Répondre à une réunion&#34;, vous apprendrez différentes façons de répondre à une demande de réunion dans Outlook.<br />
Vous pourrez accepter, accepter provisoirement ou refuser la réunion, ainsi que proposer un nouvel horaire si nécessaire.<br />
L&#039;assistant de planification vous guidera pour choisir l&#039;horaire qui vous convient le mieux.<br />
En comprenant ces techniques, vous pourrez gérer facilement vos réunions professionnelles dans Microsoft 365.</p>","Répondre à une réunion [SEP] <p>Découvrez comment répondre efficacement à une demande de réunion dans Microsoft 365. Dans la vidéo &#34;Répondre à une réunion&#34;, vous apprendrez différentes façons de répondre à une demande de réunion dans Outlook.<br />
Vous pourrez accepter, accepter provisoirement ou refuser la réunion, ainsi que proposer un nouvel horaire si nécessaire.<br />
L&#039;assistant de planification vous guidera pour choisir l&#039;horaire qui vous convient le mieux.<br />
En comprenant ces techniques, vous pourrez gérer facilement vos réunions professionnelles dans Microsoft 365.</p>",fr,1 - Découverte,Communiquer,Outlook,,tutoriel,55.0
1744,62071,Définir ou supprimer des rappels,"<p>Découvrez comment définir et supprimer des rappels dans Outlook pour une gestion efficace de votre emploi du temps professionnel dans Microsoft 365. Dans cette vidéo intitulée &#34;Définir ou supprimer des rappels&#34;, vous apprendrez à ajouter des rappels pour différents éléments tels que les messages électroniques, les réunions et les rendez-vous.<br />
Vous découvrirez également comment personnaliser les options de rappel par défaut pour optimiser votre organisation.<br />
Ne manquez pas cette occasion d&#039;améliorer votre productivité grâce à Outlook.</p>","Définir ou supprimer des rappels [SEP] <p>Découvrez comment définir et supprimer des rappels dans Outlook pour une gestion efficace de votre emploi du temps professionnel dans Microsoft 365. Dans cette vidéo intitulée &#34;Définir ou supprimer des rappels&#34;, vous apprendrez à ajouter des rappels pour différents éléments tels que les messages électroniques, les réunions et les rendez-vous.<br />
Vous découvrirez également comment personnaliser les options de rappel par défaut pour optimiser votre organisation.<br />
Ne manquez pas cette occasion d&#039;améliorer votre productivité grâce à Outlook.</p>",fr,"2 - Intermédiaire, 3 - Avancé",S'organiser,Outlook,,tutoriel,64.0
